,丸ゴヴィッチの穴,@kagikko,2011/10/05 0:07
,特色が無いのでマゼンタ,@dowaiki,2011/10/05 0:07
,山手線イェンセン,@kawai_dsk,2011/10/05 0:14
,日本クラフ党 柳総理,@YARD_DESIGN,2011/10/05 0:35
,フェルナンド・トレース,@t_tanami,2011/10/05 0:39
,バウハウス（犬小屋）,@tks_iwt,2011/10/05 0:40
,タントしてくラシャい,@ishib,2011/10/05 0:56
,今朝はサヴィニャック。\n空気冷えてます。,@takdesign,2011/10/05 8:43
★,銀座線で 表サンアド なう,@takdesign_kwgc,2011/10/05 12:44
,字にはヒラギノール,@dezaiso,2011/10/05 14:10
,クロッキー香でござーます,@buchikowashi,2011/10/05 14:36
,後楽園ゆうえんちで\nボツとAXIS,@ishib,2011/10/05 15:21
,おれがあいつで\nあいつがトレペ,@kikuch,2011/10/05 17:33
,ジャギー・チェン,@watanabehiro,2011/10/05 17:41
★,落合普通紙,@watanabehiro,2011/10/05 17:48
グッドデザイソ大賞,やっぱり念校が好き,@watanabehiro,2011/10/05 18:18
,澤モアレ,@watanabehiro,2011/10/05 19:27
,結果発表はCMYKに！,@kimurakemuri,2011/10/05 22:33
,ギャラ問答。,@hydr,2011/10/06 0:38
,このデザインは\nシアン一色で思案中。,@Yoshida_Takaaki,2011/10/06 0:42
,お小塚明朝だい,@ishib,2011/10/06 1:54
,Frutiger\n買わず飛び込む\n水のOTF,@ishib,2011/10/06 2:10
,雪崩式DTP,よみ人しらず,watanabehiro,2011/10/06 2:45
★,「おまえ最近ママイキなんだよ」,@jamyama,2011/10/06 5:58
BCCKS賞,オヤジ、下版で待つ。,@magnoliatalk,2011/10/06 14:05
★,Palatino二宮くん,@sashimijyouyu,2011/10/06 18:46
,B5たけし,@dezaiso,2011/10/07 0:22
,A6輔,@mathuphakka,2011/10/07 1:39
,A2田厚,@mathuphakka,2011/10/07 1:48
,アキ　竹城,@kagikko,2011/10/07 8:37
,bccks (・∀・)ｲｲ!! 本に返らず,@ishib,2011/10/07 10:13
,外字んの彼は楷書がない,@ishib,2011/10/07 11:39
★★★,尻が異体字かも,@ishib,2011/10/07 11:39
★,世界の中心で愛を写研だ,@ishib,2011/10/07 11:39
,ポーク装丁,@omurot,2011/10/07 15:12
,カ・ラー・モード,@watanabehiro,2011/10/07 15:22
,B4セ,@kikuch,2011/10/07 18:42
,ライク ア マージン,@yopooop,2011/10/07 21:47
エーでいいし賞,パブリッシュ\n僕もう疲れたよ,@ten_do_ten,2011/10/07 22:02
,赤坂バガス,@kikuch,2011/10/08 15:53
,ドロップ邪道,@gaina,2011/10/08 23:23
,いちかパチカ,@ishib,2011/10/10 1:38
,タントは席を外しておりまして,@ishib,2011/10/10 1:38
,エドガー・ア・乱丁,@ishib,2011/10/10 1:38
,Hおくりびと,@jamyama,2011/10/10 3:28
,古キンアカ集,@jamyama,2011/10/10 4:52
,平体らさんに1000点,@jamyama,2011/10/10 5:30
,マージンガジェット,@kagikko,2011/10/10 7:04
★★,タカハンドトシ,@kagikko,2011/10/10 7:20
,サディスティック・タカハンド,@kagikko,2011/10/10 7:21
,.ptsd,@ishib,2011/10/10 9:42
,Mr.Bン,@kikuch,2011/10/10 20:38
,級数新幹線,@dezaiso,2011/10/11 0:54
,日清ツァップヌードル,@mashcosan,2011/10/11 18:57
,ツァップんだ！,@khiskw,2011/10/11 19:05
,写研ナベイベー,@khiskw,2011/10/11 19:18
,まだ字間はある \nそんなにアセンダ,@ishib,2011/10/11 19:24
,ふたこぶJAGDA,@nabetanne,2011/10/11 21:02
,宇宙空母ヘルヴェティカ,@Tosche_J,2011/10/11 21:27
,乗算ジョースター,@colorcat1012,2011/10/11 22:27
,おGillSansは\n山へ芝刈りに,@ishib,2011/10/12 1:56
,コート紙も四六紙くお願いします。,@watanabehiro,2011/10/12 2:29
,ルパーン！タイポだーー！！,@hensyucho,2011/10/12 8:02
,げはんですよ,@dezaiso,2011/10/12 10:48
,サムネール・L・ジャクソン,@watanabehiro,2011/10/12 11:17
,ハルク・ホーガン紙,@RumAndRock,2011/10/12 12:02
,ズハン三世,@ishiemi_i,2011/10/12 12:56
,ラシャ板前,@ishib,2011/10/12 14:54
,余命タント紙,@ishib,2011/10/12 14:56
,おkernの手作りベントン,@bouze,2011/10/12 22:13
,宍戸ルビ,@kikuch,2011/10/13 3:58
,エミリヤー円弧・ヒョードル,@watanabehiro,2011/10/13 13:28
,イイ加減にしなさい！と、\n声をアラベール。,@takdesign_kwgc,2011/10/13 13:44
,雨音は初版の調べ,@dezaiso,2011/10/14 15:16
,寺門地紋,@magnoliatalk,2011/10/14 15:43
グッドデザイソ賞,ひょっこりひょうたんGマーク,@kagikko,2011/10/14 20:11
,Gマーク：戸田奈津子,@kagikko,2011/10/14 20:16
,小紋アンド線数,@ishib,2011/10/14 20:18
,アイコン様,@kagikko,2011/10/14 20:50
,意匠権め…がんばります,@ishib,2011/10/14 21:08
,トムソン屋の冒険,@ishib,2011/10/14 21:42
,段組み と 阿川パワポ,@takdesign_kwgc,2011/10/14 22:21
,君とリスマでも,@ishib,2011/10/14 23:26
,長崎ハウスエンボス,@kimurakemuri,2011/10/15 0:32
,磯野並製,@mashcosan,2011/10/15 1:03
,サヒラギノイ,@gabin,2011/10/15 1:12
★,段間この野郎！,@nakai_k,2011/10/15 1:16
,板東ニュー英二,@naokisatoasyl,2011/10/15 1:20
,版下ジローラモ,@dezaiso,2011/10/15 1:26
,野々村マットコート,@kimurakemuri,2011/10/15 1:31
,崖の上のPeignot,@khiskw,2011/10/15 1:38
,よう話す\nヨハネス・イッテン\nが言ってんねん,@naokisatoasyl,2011/10/15 1:40
,織田ノンブル長,@gabin,2011/10/15 1:41
,イッタラ漬け,@kimurakemuri,2011/10/15 1:42
,アセンダみつお,@dezaiso,2011/10/15 1:42
,ディセンダみつお,@gabin,2011/10/15 1:43
,みんなの意見は\n案外ティーディーシー,@gabin,2011/10/15 1:53
,パントーン大震災,@chrobane,2011/10/15 2:00
,チンカチンカのルビ,@_wato,2011/10/15 2:04
,製本～！製本！本！\n製本本本！スクリーン！,@dezaiso,2011/10/15 2:26
,8時だョ！全員中ゴ,@dezaiso,2011/10/15 2:28
★★,そらミラーコートか,@naokisatoasyl,2011/10/15 2:57
,お乗算を僕に下さい！,@kagikko,2011/10/15 5:44
,捨て案サグマイスター,@ishib,2011/10/15 6:51
,ハクショ〜ンダイナフォ〜ント,@tks_iwt,2011/10/15 7:05
,丸ゴシだ！\n撃たないでくれ！,@ishiemi_i,2011/10/15 11:10
,チェ・ゲラ,@shiraharama,2011/10/15 16:38
,Tシャツに、\n洗いざらしのGペン,@kutaja,2011/10/15 17:37
,蛍ピン工業地帯,@Netszo,2011/10/15 21:03
,そんなケナフなよ,@takdesign_kwgc,2011/10/15 21:54
,不思議惑星金赤,@kimurakemuri,2011/10/15 23:01
★,斤量ロードショー,@ebimayu,2011/10/15 23:06
★★,なんとなく、OKクリスタルライト,@ebimayu,2011/10/15 23:07
★★,池中玄太四六判80kg,@kimurakemuri,2011/10/15 23:09
,奥付禁止,@ebimayu,2011/10/15 23:15
,サム下版,@ebimayu,2011/10/15 23:23
,ゲラp and dance,@natugt,2011/10/15 23:29
,B全焼,@kimurakemuri,2011/10/15 23:34
,徹夜でマージン,@nakai_k,2011/10/15 23:40
,サンディー＆ザ・オフセット印刷,@ebimayu,2011/10/15 23:44
,PP貼りッジウォーター,@kimurakemuri,2011/10/15 23:45
,食いしん坊断裁,@ebimayu,2011/10/15 23:49
,断裁ン・ザ・ダーク,@nakai_k,2011/10/16 0:03
,しとしとぴっちゃん、\nCTPっちゃん,@nakai_k,2011/10/16 0:07
,四分アキ隊,@dezaiso,2011/10/16 0:25
,B倍 BABY,@dezaiso,2011/10/16 0:34
,河島A5\n『酒と泪とマットコート女』,@kimurakemuri,2011/10/16 0:35
,僕らの七日間線数,@watanabehiro,2011/10/16 1:07
★,竹内リキテックス,@kimurakemuri,2011/10/16 1:22
,A全ちゃん,@ishib,2011/10/16 13:57
,Dr.スランプ アランチャン,@dezaiso,2011/10/17 1:25
★,マージンで濃く刷る5秒前,@room_composite,2011/10/17 1:34
,ゲ・ラ・ソウル,@ebimayu,2011/10/17 10:24
,ツメの　ア　キ　を煎じて飲む,@dezaiso,2011/10/17 11:49
,テ ニスコート,@room_composite,2011/10/17 12:32
,トルツメの大冒険,@luludo,2011/10/17 16:35
,原字ですかー！,@dezaiso,2011/10/17 19:20
,級数ハニー,@mashcosan,2011/10/17 21:28
,エスパーレン魔美,@mashcosan,2011/10/17 21:29
,機動戦士ガンダレ,@mashcosan,2011/10/17 21:29
★,ブルーレット奥付,@quino_chin_sub,2011/10/17 21:37
,♪D〜T〜P〜、D〜T〜P〜、\nD〜T〜P〜、D〜T〜P〜\n（長渕剛『トンボ』）,@quino_chin_sub,2011/10/17 21:44
,Color Pickerハゲ丸,@ishib,2011/10/17 22:12
,まいっちんクロマティコ先生,@ishib,2011/10/17 22:12
★★,板紙死ストモ\n自由ハ死セズ,@quino_chin_sub,2011/10/17 22:16
,894年\nケント紙の廃止,@dezaiso,2011/10/17 23:10
★★,スローな具義にしてくれ,@mashcosan,2011/10/17 23:26
,グーグーガンマですぅ〜♪,@magnoliatalk,2011/10/18 0:04
エーでいいし賞,「あなたお帰りなさい、\nゴム版に刷る？\nそれともオフ輪？」,@room_composite,2011/10/18 1:23
,これは秘密だからダーマトいてね。,@captainRIOT,2011/10/18 2:28
,線数！\n質問があります！,@captainRIOT,2011/10/18 2:37
,ケイン・濃過ぎ,@watanabehiro,2011/10/18 4:49
,ジョン、お前だ,@ew_os,2011/10/18 13:51
,デヴィッド母さん,@ew_os,2011/10/18 13:51
★★,秀英が泣きながらリュックサックに\n秀英詰め込んでる画像ください,@watanabehiro,2011/10/18 14:11
,アメリカの増刷り,@dezaiso,2011/10/18 15:41
,落丁の湖 ,@dezaiso,2011/10/18 23:13
,オーバーレイ・オブラダ,@kikuch,2011/10/19 3:10
★★★,現像・アンド・RAWです,@goinkyo_kim,2011/10/19 9:52
,（校正）戻りー・来るー,@goinkyo_kim,2011/10/19 9:53
,ローマの旧字通,@goinkyo_kim,2011/10/19 22:27
,ロダンチックが止まらない（DTP）,@miiiyan,2011/10/20 12:59
,千と千尋の紙各種,@dezaiso,2011/10/20 14:01
,鬼束見本ちひろ,@nukeme,2011/10/20 14:20
,Abekeなんてないさ,@ishib,2011/10/21 4:02
★★★,原稿入れたら2分で下版,@miiiyan,2011/10/21 23:02
ティーでいいし賞,「お凸版、\nそれは岩波約物でしょ」,@goinkyo_kim,2011/10/21 23:17
,教師PNG\nPNG物語,@watanabehiro,2011/10/22 14:13
ティーでいいし賞,折り込んだりもしたけれど、\n私は原紙です。,@kikuch,2011/10/22 15:47
,ミンチョーの夏、日本の夏。,@hensyucho,2011/10/23 0:10
,ぶー\nしゃかラシャぶーーー,@ishib,2011/10/23 9:46
,gggの女房,@goinkyo_kim,2011/10/23 20:01
,お可士和300円まで,@ishib,2011/10/24 9:23
,トンパカップル,@ishib,2011/10/24 17:24
,亀倉雄策と鎌倉散策,@goinkyo_kim,2011/10/24 20:14
,総武バス,@dezaiso,2011/10/25 12:58
★,アルプスの少女配置,@watanabehiro,2011/10/25 13:13
,笑う門にはフラクタル,@kikuch,2011/10/25 14:39
,凸版坊や,@ishib,2011/10/25 17:17
,あリガチャい,@hikohiko,2011/10/25 18:59
,ノンブル中野,@hikohiko,2011/10/25 19:12
,右揃えの段ディー,@goinkyo_kim,2011/10/25 23:57
,横目ぞ製紙,@goinkyo_kim,2011/10/25 23:58
,♪ ダイナフォントだね\n ああ（ああ）\nいくつかの版面,@kikuch,2011/10/26 14:29
,朝バカ摘み,@shiraharama,2011/10/27 5:40
,JR束見本,@dezaiso,2011/10/28 14:12
,アルファ値ーノ,@Belly,2011/10/30 1:05
★★,オッス！\nオラ５Ｑ！,@goinkyo_kim,2011/10/30 17:28
,AKB48\n　♪藍がかった　藍がかった\n藍がかった　絵！\n  黄味に〜！\n（と歌いながら\nモニタの色温度を下げる）,@room_composite,2011/10/31 10:45
★,フォントがふぉっとんだ,@miiiyan,2011/10/31 10:59
,デザイン？あ？,@takawo,2011/10/31 17:12
★,課長島耕作舎,@ew_os,2011/10/31 23:55
,三校刷り版劇場,@dezaiso,2011/10/31 23:55
,GOOD\nDEZAISO\nAWARDS,@dezaiso,2011/10/31 23:55
